field_number,collector,species,locality,altitude,date,notes,source,geocode_query,geocode_type,lat,lon
REPP 1472,Werner Reppenhagen,Astrophytum myriostigma,"Mexicó : San Luis Potosí (Huizache, 1700m)",NA,17/02/1979,NA,clcactus,"Huizache, San Luis Potosi, Mexico",direct,22.9103315,-100.5110812
REPP 2067C,Werner Reppenhagen,Astrophytum myriostigma,"Mexicó : Tamaulipas (Monte Redondo, 1250m)",NA,16/04/1984,NA,clcactus,"Monte Redondo, Tamaulipas, Mexico",direct,23.3681934,-99.4755028
REP 2067C,Werner Reppenhagen,Astrophytum myriostigma,"Mexicó : Tamaulipas (Monte Redondo, 1250m)",NA,16/04/1984,NA,clcactus,"Monte Redondo, Tamaulipas, Mexico",direct,23.3681934,-99.4755028
REP 2158B,Werner Reppenhagen,Astrophytum myriostigma,"Mexicó :  (Guadalcazar to crossing, 1600m)",NA,02/03/1988,NA,clcactus,"Guadalcazar, San Luis Potosi, Mexico",direct,22.9009999,-100.2957141
REPP 2158B,Werner Reppenhagen,Astrophytum myriostigma,"Mexicó :  (Guadalcazar to crossing, 1600m)",NA,02/03/1988,NA,clcactus,"Guadalcazar, San Luis Potosi, Mexico",direct,22.9009999,-100.2957141
REP 2273A,Werner Reppenhagen,Astrophytum myriostigma,"Mexicó : San Luis Potosí (Villa de Juarez, 1200m)",NA,28/06/1989,NA,clcactus,"Villa de Juarez, San Luis Potosi, Mexico",direct,22.3253333,-100.2591417
REPP 2273A,Werner Reppenhagen,Astrophytum myriostigma,"Mexicó : San Luis Potosí (Villa de Juarez, 1200m)",NA,28/06/1989,NA,clcactus,"Villa de Juarez, San Luis Potosi, Mexico",direct,22.3253333,-100.2591417
REP 2294,Werner Reppenhagen,Astrophytum myriostigma,"Mexicó : Coahuila (Viesca, Sierra Zavaleta, 1200m)",NA,03/07/1989,NA,clcactus,"Sierra Zavaleta, Viesca, Coahuila, Mexico",direct,25.221868961,-102.924968307
REPP 2294,Werner Reppenhagen,Astrophytum myriostigma,"Mexicó : Coahuila (Viesca, Sierra Zavaleta, 1200m)",NA,03/07/1989,NA,clcactus,"Sierra Zavaleta, Viesca, Coahuila, Mexico",direct,25.221868961,-102.924968307
WCO 28,Wolfgang Colotti,Astrophytum myriostigma,"El Huizache, San Luis Potosi, Mexicó",NA,25/05/09,NA,clcactus,"El Huizache, San Luis Potosi, Mexico",direct,22.9162024,-100.3957347
WCO 29,Wolfgang Colotti,Astrophytum myriostigma,Cerro de la Bola,NA,25/05/09,NA,clcactus,"Cerro de la Bola, Mexico",direct,24.7730342,-107.3942602
VZ 89,"Zdenek Vasko, Vladislav Zatloukal",Astrophytum myriostigma,Mexicó : San Luis Potosí (La Morita),NA,2001,NA,clcactus,"La Morita, San Luis Potosi, Mexico",direct,22.3589958,-99.8574615
VCCB 89,"Zdenek Vasko, Vladislav Zatloukal",Astrophytum myriostigma,Mexicó : San Luis Potosí (La Morita),NA,2001,NA,clcactus,"La Morita, San Luis Potosi, Mexico",direct,22.3589958,-99.8574615
VZD 089,"Zdenek Vasko, Vladislav Zatloukal",Astrophytum myriostigma,Mexicó : San Luis Potosí (La Morita),NA,2001,NA,clcactus,"La Morita, San Luis Potosi, Mexico",direct,22.3589958,-99.8574615
VZ 91,"Zdenek Vasko, Vladislav Zatloukal",Astrophytum myriostigma,Mexicó : San Luis Potosí (El Sabinito),NA,2001,NA,clcactus,"El Sabinito, San Luis Potosi, Mexico",direct,22.5185309,-99.372789
VCCB 91,"Zdenek Vasko, Vladislav Zatloukal",Astrophytum myriostigma,Mexicó : San Luis Potosí (El Sabinito),NA,2001,NA,clcactus,"El Sabinito, San Luis Potosi, Mexico",direct,22.5185309,-99.372789
VZD 091,"Zdenek Vasko, Vladislav Zatloukal",Astrophytum myriostigma,Mexicó : San Luis Potosí (El Sabinito),NA,2001,NA,clcactus,"El Sabinito, San Luis Potosi, Mexico",direct,22.5185309,-99.372789
VZ 119,"Zdenek Vasko, Vladislav Zatloukal",Astrophytum myriostigma,Mexicó : San Luis Potosí  (El Sabinito),NA,2002,NA,clcactus,"El Sabinito, San Luis Potosi, Mexico",direct,22.5185309,-99.372789
VZD 119,"Zdenek Vasko, Vladislav Zatloukal",Astrophytum myriostigma,Mexicó : San Luis Potosí  (El Sabinito),NA,2002,NA,clcactus,"El Sabinito, San Luis Potosi, Mexico",direct,22.5185309,-99.372789
VCCB 119,"Zdenek Vasko, Vladislav Zatloukal",Astrophytum myriostigma,Mexicó : San Luis Potosí  (El Sabinito),NA,2002,NA,clcactus,"El Sabinito, San Luis Potosi, Mexico",direct,22.5185309,-99.372789
VZD 121,"Zdenek Vasko, Vladislav Zatloukal",Astrophytum myriostigma,Mexicó : San Luis Potosí  (La Morita),NA,2002,NA,clcactus,"La Morita, San Luis Potosi, Mexico",direct,22.3589958,-99.8574615
VCCB 121,"Zdenek Vasko, Vladislav Zatloukal",Astrophytum myriostigma,Mexicó : San Luis Potosí  (La Morita),NA,2002,NA,clcactus,"La Morita, San Luis Potosi, Mexico",direct,22.3589958,-99.8574615
VZ 121,"Zdenek Vasko, Vladislav Zatloukal",Astrophytum myriostigma,Mexicó : San Luis Potosí  (La Morita),NA,2002,NA,clcactus,"La Morita, San Luis Potosi, Mexico",direct,22.3589958,-99.8574615
VZ 124,"Zdenek Vasko, Vladislav Zatloukal",Astrophytum myriostigma,Mexicó : San Luis Potosí  (Tanque de Los Ángelos),NA,2002,NA,clcactus,"Tanque de Los Angeles, San Luis Potosi, Mexico",direct,22.3935958,-99.9241532
VCCB 124,"Zdenek Vasko, Vladislav Zatloukal",Astrophytum myriostigma,Mexicó : San Luis Potosí  (Tanque de Los Ángelos),NA,2002,NA,clcactus,"Tanque de Los Angeles, San Luis Potosi, Mexico",direct,22.3935958,-99.9241532
VZD 124,"Zdenek Vasko, Vladislav Zatloukal",Astrophytum myriostigma,Mexicó : San Luis Potosí  (Tanque de Los Ángelos),NA,2002,NA,clcactus,"Tanque de Los Angeles, San Luis Potosi, Mexico",direct,22.3935958,-99.9241532
